"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.734357471E1,2.902801971E-1,-2.447568458E-1,-2.692226486E0,2.718869611E0
1.735350271E1,1.824645571E-1,-3.129672477E-1,-2.810301066E0,2.833554992E0
1.736342971E1,1.110832833E-1,-3.836270481E-1,-2.975427021E0,3.002111784E0
1.737335771E1,5.157273442E-2,-4.813430849E-1,-3.172463570E0,3.209186192E0
1.738328571E1,-1.325110629E-2,-5.272498673E-1,-3.445465976E0,3.485599490E0
1.739321271E1,-1.159492631E-1,-6.206740478E-1,-3.515065969E0,3.571325982E0
1.740314071E1,-1.606262299E-1,-7.558739528E-1,-3.579912175E0,3.662365001E0
1.741306858E1,-1.459064493E-1,-7.648608309E-1,-3.778341531E0,3.857740985E0
1.742299558E1,-1.344052684E-1,-8.512470102E-1,-3.895060142E0,3.989258046E0
1.743292358E1,-9.798603192E-2,-9.281136301E-1,-4.010680060E0,4.117833255E0
1.744285158E1,-8.495551184E-2,-9.244787085E-1,-4.206341929E0,4.307573650E0
1.745277958E1,-1.566849142E-1,-9.271836305E-1,-4.367021661E0,4.467112920E0
1.746270658E1,-2.836064775E-1,-9.128830951E-1,-4.512888057E0,4.613019271E0
1.747263458E1,-4.001449938E-1,-9.555613375E-1,-4.594800532E0,4.710138577E0
1.748256158E1,-4.937517536E-1,-9.739879605E-1,-4.663277859E0,4.789426243E0
1.749248958E1,-5.274169515E-1,-9.490413997E-1,-4.566166132E0,4.693476469E0
1.750241758E1,-5.439901534E-1,-8.719727585E-1,-4.343028781E0,4.462976672E0
1.751234458E1,-6.204373817E-1,-7.312247229E-1,-4.202637134E0,4.310660160E0
1.752227258E1,-6.753439061E-1,-6.557167035E-1,-4.101827627E0,4.208449082E0
1.753220058E1,-7.312843645E-1,-6.111574119E-1,-4.056845582E0,4.167287641E0
1.754212758E1,-8.528618650E-1,-5.498961335E-1,-3.972518792E0,4.100081057E0
1.755205558E1,-1.028528595E0,-4.256442627E-1,-3.949821655E0,4.103673381E0
1.756198358E1,-1.112912980E0,-4.111411214E-1,-3.918956543E0,4.094610202E0
1.757191058E1,-1.022105721E0,-4.762697482E-1,-3.834461353E0,3.996827097E0
1.758183858E1,-1.019410594E0,-4.020007539E-1,-3.711728881E0,3.870107731E0
1.759176658E1,-1.078717002E0,-2.912223297E-1,-3.456275724E0,3.632393521E0
1.760169358E1,-1.005808654E0,-2.838180006E-1,-3.116072438E0,3.286656530E0
1.761162158E1,-8.806123120E-1,-2.766709489E-1,-2.505299773E0,2.669934795E0
1.762154958E1,-6.655565442E-1,-1.652996171E-1,-1.595112244E0,1.736281241E0
1.763147658E1,-4.820640466E-1,1.098107100E-1,-6.658668852E-1,8.293508581E-1
1.764140458E1,-1.899536709E-1,2.409634647E-1,2.038438779E-1,3.683722506E-1
1.765133258E1,2.102457020E-1,4.346106756E-1,9.593012166E-1,1.073940650E0
1.766125958E1,7.299048601E-1,6.758466205E-1,1.474874779E0,1.778984366E0
1.767118758E1,1.463126115E0,7.610578018E-1,2.160198859E0,2.717794348E0
1.768111558E1,2.044860045E0,9.047855785E-1,3.252387992E0,3.946912362E0
1.769104258E1,2.359488048E0,1.373643981E0,4.412941600E0,5.189232622E0
1.770097058E1,2.637274354E0,1.924717159E0,5.404110142E0,6.313806980E0
1.771089858E1,2.813894765E0,2.275714405E0,6.412366587E0,7.363105666E0
1.772082558E1,2.684322220E0,2.464832070E0,7.318621863E0,8.175769621E0
1.773075358E1,2.488268295E0,2.449316776E0,8.184998544E0,8.898586008E0
1.774068158E1,2.342501010E0,2.379382615E0,8.986552407E0,9.586808477E0
1.775060858E1,2.371401019E0,2.183456159E0,9.771848087E0,1.028980265E1
1.776053658E1,2.419978079E0,2.019724181E0,1.021542371E1,1.069067170E1
1.777046458E1,2.439846333E0,1.738498251E0,1.011992582E1,1.055405727E1
1.778039158E1,2.490037955E0,1.332367609E0,9.193315800E0,9.617304605E0
1.779031958E1,2.318816278E0,1.026002744E0,7.865714257E0,8.264324009E0
1.780024758E1,2.039943999E0,8.623915109E-1,6.364833986E0,6.739154421E0
1.781017458E1,1.703681005E0,7.569890168E-1,4.713377388E0,5.068677119E0
1.782010258E1,1.420078621E0,5.992478031E-1,3.124541545E0,3.484032302E0
1.783003058E1,1.074443856E0,5.337677586E-1,1.739361885E0,2.112987787E0
1.783995758E1,7.430853613E-1,4.708391467E-1,5.838316190E-1,1.055805245E0
1.784988558E1,4.849820995E-1,3.167477649E-1,-2.808704191E-1,6.437584763E-1
1.785981358E1,3.074262799E-1,1.788365060E-1,-8.745282841E-1,9.440832236E-1
1.786974058E1,1.713279502E-1,1.267044854E-1,-1.197288741E0,1.216103459E0
1.787966858E1,-9.201280877E-2,8.198965788E-2,-1.482415348E0,1.487529471E0
1.788959658E1,-2.943014735E-1,-4.744723141E-2,-1.850941377E0,1.874792943E0
1.789952358E1,-4.091478787E-1,-2.166258913E-1,-2.195759870E0,2.244034352E0
1.790945158E1,-5.649041820E-1,-2.737122577E-1,-2.595407705E0,2.670238995E0
1.791937958E1,-7.105888756E-1,-3.554364520E-1,-2.984731110E0,3.088671466E0
1.792930658E1,-8.022159874E-1,-5.148081619E-1,-3.355827575E0,3.488575160E0
1.793923458E1,-8.945339477E-1,-5.629684612E-1,-3.680294834E0,3.829059224E0
1.794916258E1,-9.633963141E-1,-5.886310136E-1,-3.836264634E0,3.998943019E0
1.795908958E1,-9.972155862E-1,-6.040106526E-1,-3.925145236E0,4.094634650E0
1.796901758E1,-9.779434557E-1,-5.849601316E-1,-4.099757713E0,4.255180967E0
1.797894558E1,-8.484119877E-1,-5.623299453E-1,-4.228738520E0,4.349511160E0
1.798887258E1,-6.950208101E-1,-5.386802968E-1,-4.314656337E0,4.403349826E0
1.799880058E1,-6.384514837E-1,-5.455911210E-1,-4.306595365E0,4.387716218E0
1.800872858E1,-6.914776897E-1,-5.114375344E-1,-4.175692579E0,4.263345900E0
1.801865558E1,-7.241539773E-1,-4.567306924E-1,-4.021176397E0,4.111308980E0
1.802858358E1,-7.121373644E-1,-4.086142471E-1,-3.898863171E0,3.984374387E0
1.803851158E1,-6.565332672E-1,-4.091244167E-1,-3.813412546E0,3.891083906E0
1.804843858E1,-6.106647840E-1,-3.558828869E-1,-3.904187645E0,3.967649843E0
1.805836658E1,-6.642393127E-1,-2.775357521E-1,-3.909903299E0,3.975623695E0
1.806829458E1,-6.797939296E-1,-1.922541118E-1,-3.744282669E0,3.810345672E0
1.807822158E1,-6.527661985E-1,-7.545685619E-2,-3.510449592E0,3.571421815E0
1.808814958E1,-6.379943776E-1,9.084205002E-2,-3.187181012E0,3.251678322E0
1.809807758E1,-5.385208140E-1,1.713011992E-1,-2.901013600E0,2.955542028E0
1.810800458E1,-5.135456018E-1,2.679884183E-1,-2.847585837E0,2.905906395E0
1.811793258E1,-5.093299055E-1,3.977626920E-1,-2.894357130E0,2.965625618E0
1.812786058E1,-5.215270512E-1,5.047679079E-1,-2.932682120E0,3.021159632E0
1.813778758E1,-6.853465918E-1,6.396561563E-1,-2.958527983E0,3.103505723E0
1.814771558E1,-8.646549681E-1,7.318351722E-1,-2.762670817E0,2.985893664E0
1.815764358E1,-9.178696007E-1,7.468189546E-1,-2.389143664E0,2.666126517E0
1.816757058E1,-7.918482162E-1,7.506345552E-1,-2.060573999E0,2.331617687E0
1.817749858E1,-6.304038146E-1,7.621804672E-1,-1.719239277E0,1.983459534E0
1.818742658E1,-4.988933565E-1,7.520963591E-1,-1.275190026E0,1.562258978E0
1.819735358E1,-1.675554729E-1,6.981616420E-1,-8.901555526E-1,1.143626435E0
1.820728158E1,1.579363646E-1,6.897670868E-1,-6.355449790E-1,9.511256224E-1
1.821720958E1,3.240143922E-1,6.907888877E-1,-4.187039101E-1,8.703376231E-1
1.822713658E1,2.729557742E-1,7.256265986E-1,-4.543754339E-2,7.765973124E-1
1.823706458E1,1.022353497E-1,8.858116561E-1,3.352068400E-1,9.526163879E-1
1.824699258E1,-8.371560976E-2,1.068764602E0,6.581579161E-1,1.257949888E0
1.825691958E1,-3.952663694E-1,1.148766207E0,1.124350573E0,1.655313720E0
1.826684758E1,-6.702379712E-1,1.266679696E0,2.041244273E0,2.494067876E0
1.827677558E1,-7.704567625E-1,1.519619720E0,3.211242304E0,3.635233810E0
1.828670258E1,-5.205331707E-1,1.550623411E0,4.876822268E0,5.143810181E0
1.829663058E1,-2.012016673E-1,1.514372428E0,6.530694936E0,6.706995028E0
1.830655858E1,2.948223142E-1,1.545335189E0,7.497199337E0,7.660481640E0
1.831648558E1,7.102194777E-1,1.562368421E0,7.962876855E0,8.145723700E0
1.832641358E1,1.018223463E0,1.469476045E0,7.914960676E0,8.114354033E0
1.833634158E1,1.226826535E0,1.370924733E0,7.532861506E0,7.754259503E0
1.834626858E1,1.382618872E0,1.331705704E0,6.801707534E0,7.067411153E0
1.835619658E1,1.557739765E0,1.164167773E0,5.986195782E0,6.294154409E0
1.836612458E1,1.560825341E0,9.672706792E-1,5.023102062E0,5.348209292E0
1.837605158E1,1.263456418E0,8.270901158E-1,4.087793140E0,4.357803683E0
1.838597958E1,7.351775868E-1,6.926067871E-1,3.536324691E0,3.677741503E0
1.839590758E1,1.455741812E-1,6.099587327E-1,3.077575539E0,3.140814018E0
1.840583521E1,-2.353029214E-1,5.606892166E-1,2.647376003E0,2.716309917E0
1.841576321E1,-3.312067598E-1,3.635050249E-1,2.498614651E0,2.546548447E0
1.842569121E1,-2.530144300E-1,2.171071172E-1,2.565427276E0,2.586999983E0
1.843561821E1,-4.930723071E-2,1.917041811E-1,2.695069402E0,2.702328770E0
1.844554621E1,1.761577503E-1,1.918681955E-1,2.785908237E0,2.798058194E0
1.845547421E1,2.394654080E-1,1.106755131E-1,2.637135190E0,2.650297108E0
1.846540121E1,1.843941383E-1,-4.865702033E-2,2.409038231E0,2.416574828E0
1.847532921E1,9.892231733E-2,-1.875511962E-1,1.876704209E0,1.888644955E0
1.848525721E1,1.610030830E-1,-3.698907691E-1,1.109576998E0,1.180636391E0
1.849518421E1,2.421460640E-1,-5.213403788E-1,9.697841048E-2,5.829539596E-1
1.850511221E1,1.860350132E-1,-5.054403377E-1,-8.245497930E-1,9.848661443E-1
1.851504021E1,1.363504909E-1,-5.475093001E-1,-1.613561379E0,1.709367782E0
1.852496721E1,1.026697978E-1,-6.063141632E-1,-2.128099399E0,2.215167038E0
1.853489521E1,1.071895494E-1,-6.038814291E-1,-2.407005154E0,2.483915496E0
1.854482321E1,1.561384919E-1,-5.751911885E-1,-2.562448120E0,2.630848627E0
1.855475021E1,7.964609385E-2,-5.862938815E-1,-2.576260997E0,2.643332128E0
1.856467821E1,-1.407997835E-1,-6.992281741E-1,-2.624791718E0,2.719977239E0
1.857460621E1,-3.843234515E-1,-8.449811339E-1,-2.757602450E0,2.909650994E0
1.858453321E1,-6.423762810E-1,-9.578125155E-1,-2.967707527E0,3.183918979E0
1.859446121E1,-7.991559201E-1,-1.037642797E0,-3.311515036E0,3.561107215E0
1.860438921E1,-9.444659534E-1,-1.023793082E0,-3.661117721E0,3.917135584E0
1.861431621E1,-1.154666632E0,-1.010983002E0,-3.978170711E0,4.263939946E0
1.862424421E1,-1.341864218E0,-1.016414773E0,-3.974607418E0,4.316387690E0
1.863417221E1,-1.385759266E0,-1.002737258E0,-3.801903471E0,4.168966389E0
1.864409921E1,-1.376565542E0,-9.246076396E-1,-3.700090583E0,4.054688928E0
1.865402721E1,-1.295740504E0,-9.420495915E-1,-3.516521341E0,3.864236435E0
1.866395521E1,-1.226692488E0,-9.359135234E-1,-3.222367802E0,3.572724847E0
1.867388221E1,-1.168419137E0,-8.532982135E-1,-3.041053830E0,3.367689047E0
1.868381021E1,-1.105185739E0,-7.467584360E-1,-2.917500409E0,3.207942069E0
1.869373821E1,-9.814669879E-1,-6.668188119E-1,-3.036346822E0,3.259958098E0
1.870366521E1,-9.266411550E-1,-6.967150408E-1,-3.249404157E0,3.450029428E0
1.871359321E1,-1.028339292E0,-7.341793209E-1,-3.368041239E0,3.597249333E0
1.872352121E1,-1.170755392E0,-7.408884162E-1,-3.446543033E0,3.714598594E0
1.873344821E1,-1.280675737E0,-7.095876861E-1,-3.486937938E0,3.781848914E0
1.874337621E1,-1.297440728E0,-6.835819021E-1,-3.440601093E0,3.740103279E0
1.875330421E1,-1.285176339E0,-6.432206190E-1,-3.110498287E0,3.426457439E0
1.876323121E1,-1.307904028E0,-5.629266536E-1,-2.675319847E0,3.030649377E0
1.877315921E1,-1.279854642E0,-5.155253229E-1,-2.448646100E0,2.810633734E0
1.878308721E1,-1.323321674E0,-5.755946463E-1,-2.180808540E0,2.615036393E0
1.879301421E1,-1.333514248E0,-6.184763718E-1,-1.913514771E0,2.412946756E0
1.880294221E1,-1.152582392E0,-6.414261085E-1,-1.843955709E0,2.267167016E0
1.881287021E1,-8.391114065E-1,-6.652885956E-1,-1.737634617E0,2.041100421E0
1.882279721E1,-4.779405901E-1,-6.548419601E-1,-1.245107270E0,1.485778353E0
1.883272521E1,-6.621810928E-2,-4.743132699E-1,-6.728145468E-1,8.258555142E-1
1.884265321E1,4.127406272E-1,-3.668385226E-1,-1.191604078E-1,5.649110813E-1
1.885258021E1,9.344270150E-1,-4.094770038E-1,9.889460152E-1,1.420858714E0
1.886250821E1,1.168887499E0,-4.209419319E-1,2.267570695E0,2.585607656E0
1.887243621E1,1.271479675E0,-3.370691782E-1,3.556349650E0,3.791820015E0
1.888236321E1,1.545858954E0,8.483900607E-2,4.740582143E0,4.986982717E0
1.889229121E1,1.646883345E0,5.059034371E-1,5.581172603E0,5.841031644E0
1.890221921E1,1.628645295E0,8.218238211E-1,6.149363505E0,6.414245973E0
1.891214621E1,1.367086621E0,1.113256943E0,6.413222035E0,6.651141535E0
1.892207421E1,1.243288202E0,1.256254402E0,6.693379093E0,6.922807549E0
1.893200221E1,1.378618353E0,1.332534839E0,7.389783647E0,7.634470513E0
1.894192921E1,1.599871731E0,1.552965806E0,8.228165613E0,8.524904792E0
1.895185721E1,1.845056155E0,1.818470327E0,8.839392022E0,9.211184390E0
1.896178521E1,2.130892760E0,1.887511618E0,9.063453818E0,9.499978904E0
1.897171221E1,2.395824547E0,1.624773999E0,8.705735782E0,9.174404685E0
1.898164021E1,2.397948255E0,1.250692239E0,8.084232307E0,8.524623095E0
1.899156821E1,2.391469833E0,9.926163125E-1,6.977594705E0,7.442529339E0
1.900149521E1,2.370919062E0,7.526363495E-1,5.628357879E0,6.153546221E0
1.901142321E1,2.213003894E0,6.044003695E-1,4.367560190E0,4.933383023E0
1.902135121E1,1.894689806E0,5.380680934E-1,3.109270372E0,3.680615299E0
1.903127821E1,1.517946685E0,4.772093958E-1,1.975809837E0,2.536871195E0
1.904120621E1,1.084524895E0,4.043525040E-1,1.102006023E0,1.598159088E0
1.905113421E1,7.726963922E-1,3.298162919E-1,2.394370490E-1,8.735952160E-1
1.906106121E1,5.580003744E-1,2.579089880E-1,-4.999153036E-1,7.923362763E-1
1.907098921E1,4.108510995E-1,2.202236831E-1,-7.586727226E-1,8.904388786E-1
1.908091721E1,1.899250196E-1,2.244962436E-1,-9.105599964E-1,9.568644541E-1
1.909084421E1,-4.648682624E-3,2.110640198E-1,-1.137630769E0,1.157053757E0
1.910077221E1,-1.155975531E-1,1.623707467E-1,-1.472694352E0,1.486121028E0
1.911070021E1,-1.963528638E-1,5.442822218E-2,-1.918852109E0,1.929639939E0
1.912062721E1,-3.370339487E-1,-4.867690086E-2,-2.367510720E0,2.391875485E0
1.913055521E1,-5.101575789E-1,-8.691301346E-2,-2.876116156E0,2.922303675E0
1.914048321E1,-5.860016669E-1,-1.371692473E-1,-3.383916430E0,3.437019604E0
1.915041121E1,-6.421926785E-1,-2.073194629E-1,-3.745127592E0,3.805439985E0
1.916033821E1,-7.372608036E-1,-2.503918076E-1,-4.005587136E0,4.080560973E0
1.917026621E1,-7.710325670E-1,-2.541667700E-1,-4.149615167E0,4.228285468E0
1.918019321E1,-8.604128131E-1,-2.110634351E-1,-4.190070298E0,4.282703245E0
1.919012121E1,-9.928504935E-1,-2.004507387E-1,-4.221470430E0,4.341283819E0
1.920004921E1,-1.075920863E0,-2.484569639E-1,-4.158466682E0,4.302578496E0
1.920997721E1,-1.199372542E0,-2.743817639E-1,-4.052145590E0,4.234815667E0
1.921990421E1,-1.381795292E0,-2.993689629E-1,-4.019862528E0,4.261252720E0
1.922983221E1,-1.523668478E0,-3.419305533E-1,-3.932515651E0,4.231212767E0
1.923976021E1,-1.603469085E0,-3.725185078E-1,-3.857980024E0,4.194507481E0
1.924968721E1,-1.598901240E0,-3.754111254E-1,-3.805293102E0,4.144595792E0
1.925961521E1,-1.601380898E0,-3.238380986E-1,-3.799826540E0,4.136178626E0
1.926954321E1,-1.551582355E0,-2.985626319E-1,-3.724412076E0,4.045712887E0
1.927947021E1,-1.507255344E0,-2.201266193E-1,-3.594792169E0,3.904203522E0
1.928939821E1,-1.377801351E0,-1.523942274E-1,-3.463284781E0,3.730402396E0
1.929932621E1,-1.258743270E0,-6.096716344E-2,-3.272286651E0,3.506566917E0
1.930925321E1,-1.224655464E0,1.198419008E-1,-3.180657858E0,3.410385242E0
1.931918121E1,-1.247776086E0,2.959924883E-1,-3.266304950E0,3.509031880E0
1.932910921E1,-1.291654469E0,4.524312347E-1,-3.363702021E0,3.631467551E0
1.933903621E1,-1.495520274E0,5.830720657E-1,-3.380445523E0,3.742187309E0
1.934896421E1,-1.763582075E0,6.788693386E-1,-3.423344790E0,3.910290893E0
1.935889221E1,-1.828302128E0,7.003233576E-1,-3.352200547E0,3.882060018E0
1.936881921E1,-1.628239059E0,6.808053517E-1,-3.125889913E0,3.589686074E0
1.937874721E1,-1.301796026E0,6.999026504E-1,-2.799593645E0,3.165795507E0
1.938867521E1,-1.046324012E0,7.521554160E-1,-2.323657773E0,2.657050461E0
1.939860221E1,-7.879238574E-1,8.186078525E-1,-1.633641302E0,1.989906210E0
1.940852983E1,-4.624592096E-1,8.227225381E-1,-8.083319557E-1,1.242634880E0
1.941845783E1,-1.196850492E-1,8.091055423E-1,-2.921163690E-1,8.685092185E-1
1.942838483E1,7.080188781E-2,7.714599985E-1,2.748530495E-1,8.220143766E-1
1.943831283E1,1.247942001E-1,8.154591268E-1,9.426822603E-1,1.252675945E0
1.944824083E1,1.356198813E-1,9.451135325E-1,1.408166819E0,1.701342450E0
1.945816783E1,1.116079979E-1,1.022199131E0,1.802686645E0,2.075337695E0
1.946809583E1,2.709870167E-1,9.524646521E-1,2.351301069E0,2.551321147E0
1.947802383E1,3.736633927E-1,9.470793664E-1,3.335030783E0,3.486977772E0
1.948795083E1,5.056011361E-1,1.047581017E0,4.516095840E0,4.663494412E0
1.949787883E1,8.779591379E-1,1.107686008E0,5.728403154E0,5.900201966E0
1.950780683E1,1.380959286E0,1.169838695E0,6.874245753E0,7.108503766E0
1.951773383E1,1.743444995E0,1.219666912E0,7.478171913E0,7.774975433E0
1.952766183E1,1.909499049E0,1.105636559E0,7.519218782E0,7.836279086E0
1.953758983E1,1.666670615E0,8.993049833E-1,7.281751075E0,7.523990904E0
1.954751683E1,1.302180919E0,8.021882862E-1,6.866766579E0,7.035031233E0
1.955744483E1,1.139028107E0,8.291351795E-1,6.490128123E0,6.641280993E0
1.956737283E1,1.055987266E0,8.561306047E-1,5.991562357E0,6.143849623E0
1.957729983E1,1.078317929E0,7.828509593E-1,5.337178234E0,5.501008697E0
1.958722783E1,1.149134435E0,7.546843368E-1,4.771161911E0,4.965283918E0
1.959715583E1,1.008013639E0,8.397145468E-1,4.242653139E0,4.440869022E0
1.960708283E1,6.159281552E-1,8.778196818E-1,3.681720970E0,3.834710444E0
1.961701083E1,2.194031726E-1,7.304984987E-1,3.143659601E0,3.234866535E0
1.962693883E1,2.646552131E-2,4.478201205E-1,2.612042449E0,2.650284709E0
1.963686583E1,-1.423066109E-3,2.625277036E-1,2.101841308E0,2.118173672E0
1.964679383E1,6.762611881E-2,2.727959991E-2,1.547386100E0,1.549103357E0
1.965672183E1,1.687063511E-1,-2.134654713E-1,9.947183865E-1,1.031258459E0
1.966664983E1,2.678080317E-1,-4.212141198E-1,5.218125415E-1,7.221016584E-1
1.967657683E1,3.577205206E-1,-5.849712414E-1,4.306357384E-2,6.870296904E-1
1.968650483E1,4.276027876E-1,-7.232020506E-1,-3.094492704E-1,8.953346865E-1
1.969643283E1,4.979914235E-1,-7.832818991E-1,-5.391553831E-1,1.073412557E0
1.970635983E1,5.281566243E-1,-8.269781417E-1,-8.452945447E-1,1.295131319E0
1.971628783E1,5.532538971E-1,-8.839537033E-1,-1.265267301E0,1.639623544E0
1.972621583E1,5.313560745E-1,-9.180798081E-1,-1.660154332E0,1.970107159E0
1.973614283E1,4.896071009E-1,-9.779351234E-1,-2.002262056E0,2.281474427E0
1.974607083E1,4.331487255E-1,-1.022006173E0,-2.324242494E0,2.575697499E0
1.975599883E1,3.059722236E-1,-1.039188800E0,-2.612303234E0,2.828013535E0
1.976592583E1,1.765435204E-1,-1.059903731E0,-2.817755681E0,3.015677472E0
1.977585383E1,1.446264938E-1,-1.111837531E0,-2.924448656E0,3.132012047E0
1.978578183E1,6.952178612E-2,-1.114581337E0,-3.054556221E0,3.252297425E0
1.979570883E1,-8.887972444E-2,-1.030595148E0,-3.224201488E0,3.386074601E0
1.980563683E1,-2.273138706E-1,-1.022896119E0,-3.316105101E0,3.477720676E0
1.981556483E1,-3.207323501E-1,-1.073330985E0,-3.394081814E0,3.574171233E0
1.982549183E1,-4.127805345E-1,-1.050245885E0,-3.424049964E0,3.605207670E0
1.983541983E1,-4.730556799E-1,-1.017893241E0,-3.495084863E0,3.670899962E0
1.984534783E1,-5.037997551E-1,-1.039119219E0,-3.419941126E0,3.609650987E0
1.985527483E1,-5.763381198E-1,-1.053786374E0,-3.431781737E0,3.635898409E0
1.986520283E1,-6.659692115E-1,-1.048462484E0,-3.542882928E0,3.754305263E0
1.987513083E1,-7.383482395E-1,-1.078962731E0,-3.584174210E0,3.815183281E0
1.988505783E1,-7.777403466E-1,-1.088403938E0,-3.524374736E0,3.769710925E0
1.989498583E1,-8.390940110E-1,-1.026979814E0,-3.346410635E0,3.599615317E0
1.990491383E1,-9.463958269E-1,-9.932285160E-1,-3.098541901E0,3.388676712E0
1.991484083E1,-9.474945188E-1,-1.052743523E0,-2.952930443E0,3.275028701E0
1.992476883E1,-8.927112244E-1,-1.107204198E0,-2.920733335E0,3.248617811E0
1.993469683E1,-9.465227115E-1,-1.130956172E0,-2.901712343E0,3.254981048E0
1.994462383E1,-9.936110701E-1,-1.148043198E0,-2.960306121E0,3.326962349E0
1.995455183E1,-1.054443894E0,-1.084700019E0,-3.110723405E0,3.459049892E0
1.996447983E1,-1.120996464E0,-1.011695485E0,-3.168851745E0,3.510239623E0
1.997440683E1,-1.178771194E0,-9.495822671E-1,-3.089762891E0,3.440616621E0
1.998433483E1,-1.213514033E0,-8.686524171E-1,-2.894275854E0,3.256379285E0
1.999426283E1,-1.159526691E0,-8.386906993E-1,-2.677005014E0,3.035499973E0
2.000418983E1,-1.050879577E0,-8.049256602E-1,-2.357340074E0,2.703572715E0
2.001411783E1,-8.679158141E-1,-7.553918499E-1,-1.909541588E0,2.229404356E0
2.002404583E1,-5.915892662E-1,-6.497829491E-1,-1.327487522E0,1.591985824E0
2.003397383E1,-3.157180703E-1,-5.557480270E-1,-6.772122377E-1,9.312089907E-1
2.004390083E1,-8.389497310E-2,-4.820684320E-1,-1.290422022E-1,5.060437032E-1
2.005382883E1,1.538153931E-1,-3.611880657E-1,5.067840278E-1,6.410507350E-1
2.006375683E1,4.793589784E-1,-3.584126848E-1,1.185363345E0,1.327904719E0
2.007368383E1,9.825614405E-1,-4.662099060E-1,2.008391107E0,2.283946913E0
2.008361183E1,1.400866863E0,-4.365589678E-1,2.895282744E0,3.245870279E0
2.009353983E1,1.405969289E0,-1.727296740E-1,3.860787272E0,4.112452254E0
2.010346683E1,1.361374914E0,2.672931844E-1,4.571292971E0,4.777186068E0
2.011339483E1,1.501132139E0,6.386738241E-1,4.934605622E0,5.197271842E0
2.012332283E1,1.717860649E0,8.566586083E-1,5.248673608E0,5.588692497E0
2.013324983E1,1.919674666E0,1.146005151E0,5.753542088E0,6.172659491E0
2.014317783E1,2.084709112E0,1.361783196E0,6.442186802E0,6.906680559E0
2.015310583E1,2.440864187E0,1.373804779E0,7.328536402E0,7.845546721E0
2.016303283E1,2.777713071E0,1.413835110E0,8.230079407E0,8.800501501E0
2.017296083E1,3.213850163E0,1.403822046E0,8.547740507E0,9.239232489E0
2.018288883E1,3.538255441E0,1.191100633E0,8.138591532E0,8.954029507E0
2.019281583E1,3.631151618E0,9.106517977E-1,7.430917640E0,8.320642147E0
2.020274383E1,3.605571219E0,7.098788774E-1,6.370645534E0,7.354535767E0
2.021267183E1,3.418244848E0,5.742825311E-1,5.107421835E0,6.172516186E0
2.022259883E1,3.122362288E0,4.567412174E-1,3.872299855E0,4.995244234E0
2.023252683E1,2.738969128E0,3.949794173E-1,2.748446295E0,3.900245846E0
2.024245483E1,2.198662721E0,3.855811876E-1,1.886813461E0,2.922816389E0
2.025238183E1,1.648993313E0,3.941540828E-1,1.356938193E0,2.171593343E0
2.026230983E1,1.270459043E0,3.124664336E-1,8.881470340E-1,1.581299025E0
2.027223783E1,9.836490226E-1,2.149506640E-1,4.968022460E-1,1.122756278E0
2.028216483E1,7.960120185E-1,1.670344859E-1,2.229987717E-1,8.433647522E-1
2.029209283E1,5.535208225E-1,1.554742482E-1,1.467124879E-2,5.751284973E-1
2.030202083E1,3.640362445E-1,1.504932976E-1,-2.646613526E-1,4.745695433E-1
2.031194783E1,2.533686250E-1,1.610060066E-1,-7.384091967E-1,7.970989500E-1
2.032187583E1,1.856742400E-1,1.089564317E-1,-1.245196733E0,1.263669787E0
2.033180383E1,8.772022158E-2,8.173705816E-2,-1.866673896E0,1.870520574E0
2.034173083E1,-1.217784986E-2,8.287931174E-2,-2.493990673E0,2.495397114E0
2.035165883E1,-1.714659445E-1,6.775051832E-2,-3.047903259E0,3.053474247E0
2.036158683E1,-3.204170389E-1,5.397594005E-2,-3.446624894E0,3.461907515E0
2.037151483E1,-3.758158989E-1,2.493925184E-2,-3.764498248E0,3.783293091E0
2.038144183E1,-4.777353528E-1,6.414687932E-3,-3.927285901E0,3.956241495E0
2.039136983E1,-6.665124178E-1,4.321910977E-2,-3.972141647E0,4.027904661E0
2.040129783E1,-8.005667071E-1,8.387246132E-2,-3.967132337E0,4.047972409E0
2.041122421E1,-8.435441807E-1,6.366360694E-2,-3.859227819E0,3.950855503E0
2.042115221E1,-9.104649791E-1,9.703278959E-2,-3.873894975E0,3.980631121E0
2.043108021E1,-9.612281665E-1,1.388070524E-1,-3.926683053E0,4.045005165E0
2.044100721E1,-9.799018344E-1,1.457874584E-1,-3.965865830E0,4.087732057E0
2.045093521E1,-1.003283096E0,1.300993788E-1,-3.951651249E0,4.079099216E0
2.046086321E1,-1.062701624E0,1.438485217E-1,-3.817182831E0,3.964960517E0
2.047079021E1,-1.133316255E0,2.215048081E-1,-3.814496035E0,3.985454819E0
2.048071821E1,-1.178359257E0,2.572359735E-1,-3.695351415E0,3.887199887E0
2.049064621E1,-1.263201625E0,3.131566975E-1,-3.551243277E0,3.782204949E0
2.050057321E1,-1.338354280E0,3.662701732E-1,-3.424422432E0,3.694863328E0
2.051050121E1,-1.366003863E0,4.161056998E-1,-3.238079270E0,3.538964236E0
2.052042921E1,-1.428777231E0,5.324340087E-1,-3.129663706E0,3.481333834E0
