"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.215140613E1,-5.781468098E-1,1.603990656E-1,-3.177740682E0,3.233885811E0
1.216133313E1,-4.585330966E-1,1.857935232E-1,-2.886455787E0,2.928548932E0
1.217126113E1,-3.726728743E-1,1.952370688E-1,-2.477981581E0,2.513442918E0
1.218118913E1,-3.460468470E-1,2.636000830E-1,-1.934575857E0,1.982881028E0
1.219111613E1,-5.189510603E-1,4.633175808E-1,-1.484996309E0,1.639874209E0
1.220104413E1,-8.210916035E-1,5.824192241E-1,-1.185893102E0,1.555553285E0
1.221097213E1,-1.055275953E0,6.112901437E-1,-7.746274352E-1,1.444759717E0
1.222089913E1,-1.105895298E0,5.615092885E-1,8.325148702E-2,1.243071962E0
1.223082713E1,-1.038479679E0,4.500362152E-1,9.647788882E-1,1.487202388E0
1.224075513E1,-8.473844858E-1,2.745796922E-1,1.647262391E0,1.872679326E0
1.225068213E1,-6.523427139E-1,1.634191525E-1,2.272779395E0,2.370186283E0
1.226061013E1,-6.285376757E-1,1.811134118E-1,2.834455329E0,2.908951476E0
1.227053813E1,-7.119477685E-1,3.227148485E-1,3.330435457E0,3.420937712E0
1.228046513E1,-7.776429905E-1,5.012157243E-1,4.154036247E0,4.255815193E0
1.229039313E1,-8.216969365E-1,7.334039801E-1,5.143572246E0,5.260171357E0
1.230032113E1,-8.937948596E-1,1.007232305E0,5.790561980E0,5.945081514E0
1.231024813E1,-7.053260891E-1,1.050269859E0,6.457573750E0,6.580335129E0
1.232017613E1,-3.873302360E-1,1.018123621E0,6.900748842E0,6.986196033E0
1.233010413E1,-1.318745935E-1,9.676177114E-1,6.832260990E0,6.901700166E0
1.234003113E1,7.228284135E-2,8.945421338E-1,6.432496796E0,6.494801419E0
1.234995913E1,1.919962496E-2,9.542275876E-1,5.916209289E0,5.992699831E0
1.235988712E1,-9.602312163E-2,9.730082595E-1,5.418460963E0,5.505968101E0
1.236981413E1,-1.967392185E-1,9.822217172E-1,5.010023010E0,5.109187448E0
1.237974213E1,-1.881702702E-1,9.076872593E-1,4.831897525E0,4.920014015E0
1.238967012E1,-8.626017183E-2,8.260051650E-1,4.611942814E0,4.686122264E0
1.239959788E1,-1.225003374E-1,7.304154682E-1,4.432827396E0,4.494270999E0
1.240952588E1,-2.030878329E-1,5.666793966E-1,3.990838704E0,4.035983618E0
1.241945388E1,-3.017369391E-1,3.783522749E-1,3.361905756E0,3.396557954E0
1.242938088E1,-3.370655237E-1,2.265351677E-1,2.675346744E0,2.705995482E0
1.243930888E1,-2.605870859E-1,1.252321565E-1,1.906060156E0,1.927862557E0
1.244923688E1,-1.466276302E-1,9.145249933E-2,1.140333352E0,1.153353101E0
1.245916388E1,3.730706312E-2,8.353595406E-2,4.660967624E-1,4.749908047E-1
1.246909188E1,8.967443414E-2,9.219889641E-3,-1.306957948E-1,1.587699634E-1
1.247901988E1,1.344821593E-1,-8.327546060E-2,-5.552533525E-1,5.773443851E-1
1.248894688E1,1.799903078E-1,-1.167583716E-1,-7.762260640E-1,8.053297031E-1
1.249887488E1,1.340290001E-1,-8.350174785E-2,-9.744501829E-1,9.871623340E-1
1.250880288E1,2.849004664E-2,-9.937109113E-2,-1.163630413E0,1.168213181E0
1.251872988E1,-7.195181586E-2,-2.074878627E-1,-1.191384807E0,1.211456163E0
1.252865788E1,-2.568882834E-1,-2.903668821E-1,-1.066540906E0,1.134818937E0
1.253858588E1,-5.268652667E-1,-3.062824184E-1,-1.073148260E0,1.234116330E0
1.254851288E1,-7.174247092E-1,-3.836229551E-1,-1.110251766E0,1.376417004E0
1.255844088E1,-8.410863767E-1,-5.030435640E-1,-1.275877658E0,1.608832781E0
1.256836888E1,-9.382888817E-1,-6.057884985E-1,-1.593886083E0,1.946237030E0
1.257829588E1,-1.016860184E0,-6.539917749E-1,-1.916166483E0,2.265701628E0
1.258822388E1,-1.070969368E0,-6.820461309E-1,-2.167625408E0,2.512123050E0
1.259815188E1,-1.123434680E0,-6.686410967E-1,-2.388338503E0,2.722746260E0
1.260807888E1,-1.129992624E0,-6.458173674E-1,-2.653510902E0,2.955517469E0
1.261800688E1,-1.052585941E0,-6.898597652E-1,-2.855413504E0,3.120453483E0
1.262793488E1,-1.081166400E0,-6.642700106E-1,-3.063324121E0,3.315739752E0
1.263786188E1,-1.106265720E0,-6.499548572E-1,-3.316806182E0,3.556327938E0
1.264778988E1,-1.142665587E0,-7.118499738E-1,-3.467132249E0,3.719330727E0
1.265771787E1,-1.214860793E0,-7.541753367E-1,-3.617955914E0,3.890279191E0
1.266764488E1,-1.273898376E0,-7.743137321E-1,-3.884111815E0,4.160372990E0
1.267757288E1,-1.385529762E0,-8.046011397E-1,-4.024003526E0,4.331244636E0
1.268750087E1,-1.519466376E0,-8.120092696E-1,-4.076320903E0,4.425441134E0
1.269742788E1,-1.700725969E0,-8.166923046E-1,-4.006276522E0,4.428284850E0
1.270735588E1,-1.880236805E0,-7.901351282E-1,-3.873693246E0,4.377796629E0
1.271728387E1,-1.915024668E0,-7.679654101E-1,-3.806812794E0,4.330001616E0
1.272721088E1,-1.947368980E0,-7.147051692E-1,-3.785331293E0,4.316454844E0
1.273713888E1,-1.991230699E0,-6.488658133E-1,-3.800189652E0,4.339063025E0
1.274706687E1,-1.884593565E0,-6.186886257E-1,-3.839662451E0,4.321744585E0
1.275699388E1,-1.741881596E0,-5.827569008E-1,-3.984063535E0,4.387085519E0
1.276692188E1,-1.619609739E0,-6.062741098E-1,-4.076647178E0,4.428290439E0
1.277684987E1,-1.523346589E0,-6.021377894E-1,-4.045404335E0,4.364453114E0
1.278677688E1,-1.542445934E0,-5.481030849E-1,-3.717753852E0,4.062173083E0
1.279670488E1,-1.520875117E0,-4.734864736E-1,-3.344339551E0,3.704302578E0
1.280663287E1,-1.420621242E0,-4.262175822E-1,-3.124697666E0,3.458838193E0
1.281655988E1,-1.193637593E0,-5.111033660E-1,-2.634139661E0,2.936782101E0
1.282648788E1,-8.686401379E-1,-4.969460875E-1,-1.862076815E0,2.113958648E0
1.283641588E1,-4.920170309E-1,-3.771445325E-1,-9.670440996E-1,1.148691885E0
1.284634288E1,4.783460945E-3,-2.750898618E-1,3.166337442E-1,4.194689995E-1
1.285627088E1,3.093301333E-1,-8.829003274E-3,1.735592769E0,1.762964930E0
1.286619888E1,4.166350190E-1,3.168179315E-1,3.041140954E0,3.085854281E0
1.287612588E1,4.324181159E-1,6.464649466E-1,4.490279213E0,4.557138331E0
1.288605388E1,6.502676833E-1,9.301505077E-1,5.756664501E0,5.867470853E0
1.289598088E1,9.661999078E-1,1.102737217E0,6.594280483E0,6.755302119E0
1.290590888E1,1.390796349E0,1.083391997E0,7.400277645E0,7.607375495E0
1.291583688E1,1.781734902E0,1.151420550E0,8.994806337E0,9.241584798E0
1.292576388E1,2.140090138E0,1.213018336E0,1.041631884E1,1.070285464E1
1.293569188E1,2.390364271E0,1.123754742E0,1.127849781E1,1.158365999E1
1.294561988E1,2.555622080E0,7.369547018E-1,1.157003413E1,1.187181520E1
1.295554788E1,2.628935055E0,2.811323744E-1,1.120552222E1,1.151321254E1
1.296547488E1,2.709359413E0,-4.976506770E-2,1.004675610E1,1.040578748E1
1.297540288E1,2.651665521E0,-2.572406512E-1,8.395578414E0,8.808134859E0
1.298532988E1,2.319449531E0,-2.376074553E-1,6.540268582E0,6.943444142E0
1.299525788E1,1.808557688E0,3.640184104E-2,4.855812637E0,5.181806864E0
1.300518588E1,1.184916763E0,4.155414435E-1,3.635396404E0,3.846142151E0
1.301511288E1,7.829559168E-1,7.262800249E-1,2.526712276E0,2.743132802E0
1.302504088E1,6.318276847E-1,9.767265040E-1,1.911415036E0,2.237567502E0
1.303496888E1,4.203547984E-1,1.212011445E0,1.643153552E0,2.084615911E0
1.304489588E1,2.429009396E-1,1.334512952E0,1.182084811E0,1.799236000E0
1.305482388E1,1.511265510E-1,1.321655509E0,6.878109008E-1,1.497563473E0
1.306475188E1,1.580957012E-1,1.240986153E0,1.822764230E-1,1.264225287E0
1.307467888E1,1.862359381E-1,1.162000210E0,-4.674878150E-1,1.266283210E0
1.308460688E1,1.594399761E-1,1.032779083E0,-1.073866882E0,1.498413768E0
1.309453488E1,5.384744748E-2,9.219687912E-1,-1.654777232E0,1.895049785E0
1.310446188E1,3.073705852E-2,8.262212196E-1,-2.296823146E0,2.441102790E0
1.311438987E1,6.838304088E-2,7.450931489E-1,-2.920114700E0,3.014450182E0
1.312431788E1,1.285607571E-1,6.341527569E-1,-3.484745817E0,3.544309664E0
1.313424488E1,1.163465083E-1,5.532553589E-1,-3.928268234E0,3.968742788E0
1.314417287E1,5.026960932E-2,5.373497629E-1,-4.296926994E0,4.330687405E0
1.315410088E1,-2.902616322E-2,5.065285045E-1,-4.416147628E0,4.445196680E0
1.316402788E1,-1.002483197E-1,4.613102317E-1,-4.371908764E0,4.397322265E0
1.317395587E1,-1.252898247E-1,3.980667472E-1,-4.370062214E0,4.389942873E0
1.318388388E1,-1.156946169E-1,3.392042890E-1,-4.308727845E0,4.323607341E0
1.319381088E1,-3.629644498E-2,2.637205356E-1,-4.262476369E0,4.270781047E0
1.320373887E1,3.070489883E-2,2.864781913E-1,-4.454669670E0,4.463977421E0
1.321366688E1,9.099363908E-2,3.422422099E-1,-4.661406750E0,4.674839298E0
1.322359388E1,1.662503743E-1,3.719682848E-1,-4.771187055E0,4.788551503E0
1.323352187E1,1.973566845E-1,3.475824720E-1,-4.823850587E0,4.840381981E0
1.324344988E1,1.913897471E-1,3.229738802E-1,-4.744465864E0,4.759296008E0
1.325337688E1,1.465622145E-1,3.180955482E-1,-4.777771604E0,4.790591483E0
1.326330487E1,6.971328244E-2,2.890936509E-1,-4.983845610E0,4.992709900E0
1.327323288E1,1.178944856E-3,2.009202701E-1,-5.052113607E0,5.056107420E0
1.328315988E1,-9.860291317E-2,1.341576388E-1,-4.846838331E0,4.849697167E0
1.329308788E1,-1.971986635E-1,7.934116155E-2,-4.605403288E0,4.610306040E0
1.330301588E1,-3.183094101E-1,6.834459543E-2,-4.499081612E0,4.510845510E0
1.331294288E1,-3.773452382E-1,1.711129189E-2,-4.279198821E0,4.295838076E0
1.332287088E1,-3.489648999E-1,-1.504816031E-1,-4.001881755E0,4.019885421E0
1.333279888E1,-3.730655149E-1,-2.818393028E-1,-3.626104009E0,3.656123843E0
1.334272588E1,-4.792648382E-1,-3.705035573E-1,-3.189728059E0,3.246741869E0
1.335265388E1,-5.987599991E-1,-4.815357506E-1,-2.846011181E0,2.947909405E0
1.336258188E1,-7.473364332E-1,-5.235149583E-1,-2.584106206E0,2.740471591E0
1.337250888E1,-1.153040960E0,-3.281314167E-1,-2.056283312E0,2.380225775E0
1.338243688E1,-1.620308335E0,-1.568082905E-1,-1.660356061E0,2.325246264E0
1.339236488E1,-1.919026649E0,-2.590807700E-1,-1.359434955E0,2.365977498E0
1.340229125E1,-2.073117592E0,-4.540816113E-1,-6.979347700E-1,2.234081378E0
1.341221925E1,-2.025051579E0,-5.491386268E-1,4.384815323E-1,2.143514213E0
1.342214725E1,-1.784826618E0,-4.729029214E-1,1.769918264E0,2.557704809E0
1.343207425E1,-1.593282065E0,-3.248663315E-1,2.973973988E0,3.389484792E0
1.344200225E1,-1.373910322E0,-3.953214794E-1,4.001291186E0,4.249028101E0
1.345193025E1,-8.802800439E-1,-5.897548485E-1,4.630010126E0,4.749704991E0
1.346185725E1,-6.432467853E-1,-5.103309488E-1,4.965543240E0,5.032973651E0
1.347178525E1,-6.470300800E-1,-2.360278299E-1,5.409049285E0,5.452721452E0
1.348171325E1,-8.660467516E-1,7.011103928E-2,6.056643037E0,6.118649966E0
1.349164025E1,-1.018738310E0,3.401299033E-1,6.371915549E0,6.461797262E0
1.350156825E1,-7.412455349E-1,4.345735458E-1,6.566924869E0,6.622899768E0
1.351149625E1,-4.617139819E-1,4.900960743E-1,6.949460827E0,6.982003992E0
1.352142325E1,-5.504729614E-1,7.298781091E-1,7.271954066E0,7.329192211E0
1.353135125E1,-7.888050328E-1,8.444209707E-1,7.440321717E0,7.529518404E0
1.354127925E1,-1.130465445E0,8.761067399E-1,7.376673605E0,7.514042096E0
1.355120625E1,-1.394849639E0,8.388421422E-1,7.168109270E0,7.350581756E0
1.356113425E1,-1.576236993E0,7.064082626E-1,6.913444317E0,7.125955937E0
1.357106225E1,-1.595855717E0,4.985336065E-1,6.576734158E0,6.785920970E0
1.358098925E1,-1.482840733E0,3.548371124E-1,6.047781581E0,6.237017562E0
1.359091725E1,-1.320686626E0,2.662731376E-1,5.184003988E0,5.356212458E0
1.360084525E1,-1.177465730E0,1.890492529E-1,4.227256835E0,4.392250621E0
1.361077225E1,-1.127980378E0,2.006308329E-1,3.161840349E0,3.363008602E0
1.362070025E1,-1.114549178E0,2.074136031E-1,2.099482541E0,2.386014923E0
1.363062825E1,-1.092600046E0,1.949844691E-1,1.225185222E0,1.653140233E0
1.364055525E1,-9.549831209E-1,1.562694696E-1,6.289352864E-1,1.154111131E0
1.365048325E1,-7.820846086E-1,1.935823068E-1,3.401559234E-1,8.745493106E-1
1.366041125E1,-7.006315058E-1,3.185107005E-1,5.742901325E-2,7.717717699E-1
1.367033825E1,-6.721692335E-1,3.642271560E-1,-1.360933596E-1,7.765270776E-1
1.368026625E1,-6.747545068E-1,2.424679533E-1,-3.300267917E-1,7.893047802E-1
1.369019425E1,-7.748347190E-1,1.224526826E-1,-3.808162916E-1,8.720003149E-1
1.370012125E1,-9.216355730E-1,-4.590649009E-3,-2.719364583E-1,9.609280102E-1
1.371004925E1,-9.191095027E-1,-1.855812693E-1,-5.928363311E-1,1.109350080E0
1.371997725E1,-8.352832344E-1,-3.478514439E-1,-1.152919484E0,1.465579082E0
1.372990425E1,-8.327812108E-1,-4.092460388E-1,-1.735660597E0,1.968127174E0
1.373983225E1,-8.818671244E-1,-3.973563105E-1,-2.246173979E0,2.445583613E0
1.374976025E1,-8.542330371E-1,-4.120559183E-1,-2.820527846E0,2.975715291E0
1.375968725E1,-7.386818232E-1,-4.318879196E-1,-3.309486637E0,3.418315347E0
1.376961525E1,-6.502546732E-1,-3.955062515E-1,-3.601963779E0,3.681494181E0
1.377954325E1,-6.534254721E-1,-3.152409375E-1,-3.783361951E0,3.852294037E0
1.378947025E1,-7.171143682E-1,-2.673610121E-1,-3.959396471E0,4.032685872E0
1.379939825E1,-7.759692981E-1,-3.499915248E-1,-4.094765945E0,4.182311629E0
1.380932625E1,-7.796994562E-1,-4.920315027E-1,-4.036072179E0,4.140036821E0
1.381925325E1,-8.911935065E-1,-5.283842272E-1,-3.967692500E0,4.100731585E0
1.382918125E1,-9.853056850E-1,-5.571379101E-1,-3.951896247E0,4.110804531E0
1.383910925E1,-9.652231304E-1,-6.366980499E-1,-3.857873604E0,4.027434524E0
1.384903625E1,-1.010610753E0,-6.765933099E-1,-3.971931732E0,4.153956461E0
1.385896425E1,-1.117969141E0,-7.336571646E-1,-4.061466637E0,4.275934877E0
1.386889225E1,-1.250109856E0,-7.748809120E-1,-4.202581000E0,4.452516383E0
1.387881925E1,-1.377523316E0,-7.554143617E-1,-4.399341561E0,4.671448118E0
1.388874725E1,-1.504062033E0,-7.348885882E-1,-4.398559788E0,4.706335310E0
1.389867525E1,-1.633119730E0,-6.137968451E-1,-4.342457508E0,4.679825193E0
1.390860225E1,-1.694980056E0,-4.476587373E-1,-4.433867031E0,4.767864572E0
1.391853025E1,-1.662479477E0,-4.302565464E-1,-4.393206663E0,4.716908255E0
1.392845825E1,-1.657827725E0,-4.546675023E-1,-4.121619283E0,4.465743031E0
1.393838525E1,-1.666255463E0,-4.902206200E-1,-3.813169886E0,4.190105978E0
1.394831325E1,-1.568142546E0,-5.495125562E-1,-3.171012291E0,3.579993582E0
1.395824125E1,-1.438147248E0,-6.655300856E-1,-2.332696983E0,2.820048407E0
1.396816825E1,-1.416898466E0,-6.231269547E-1,-2.020297208E0,2.545091211E0
1.397809625E1,-1.368989890E0,-4.898978537E-1,-1.791017357E0,2.306919244E0
1.398802425E1,-1.272835352E0,-3.610857394E-1,-1.359734332E0,1.897200621E0
1.399795125E1,-1.080809939E0,-3.228569359E-1,-8.087968093E-1,1.387998201E0
1.400787925E1,-8.070220332E-1,-4.122281188E-1,2.857399803E-1,9.501915177E-1
1.401780725E1,-6.261616597E-1,-3.720627174E-1,1.779491326E0,1.922784041E0
1.402773425E1,-6.378442504E-1,5.541698635E-2,2.868134122E0,2.938725858E0
1.403766225E1,-6.288535716E-1,3.442559910E-1,3.806134517E0,3.873064544E0
1.404759025E1,-7.765590629E-1,4.649799442E-1,5.018486854E0,5.099456896E0
1.405751725E1,-8.279719491E-1,6.997120312E-1,5.975691260E0,6.073221592E0
1.406744525E1,-4.329575946E-1,8.820688534E-1,6.818521788E0,6.888957621E0
1.407737325E1,1.069992956E-1,9.556265339E-1,7.879307279E0,7.937767578E0
1.408730025E1,4.974984301E-1,1.116816728E0,8.979197195E0,9.062050902E0
1.409722825E1,7.069111962E-1,1.329678474E0,9.589009747E0,9.706537808E0
1.410715625E1,8.166518126E-1,1.334628434E0,9.699323902E0,9.824715640E0
1.411708325E1,7.816639745E-1,1.235519006E0,9.087832614E0,9.204683993E0
1.412701125E1,6.628794696E-1,1.144718471E0,7.859907972E0,7.970441825E0
1.413693925E1,4.963497446E-1,1.083120393E0,6.566034923E0,6.673254638E0
1.414686625E1,3.343584821E-1,1.158821079E0,5.496441770E0,5.627213699E0
1.415679425E1,1.335515019E-1,1.334359463E0,4.813938387E0,4.997234633E0
1.416672225E1,-1.449403431E-1,1.487055991E0,4.473007123E0,4.715944862E0
1.417664925E1,-3.776976791E-1,1.558107847E0,4.046765567E0,4.352776948E0
1.418657725E1,-4.766853391E-1,1.393698469E0,3.650337794E0,3.936316851E0
1.419650525E1,-5.943683016E-1,1.186605878E0,3.304654498E0,3.561186395E0
1.420643225E1,-7.560322662E-1,9.888624001E-1,2.765614890E0,3.032830255E0
1.421636025E1,-8.051747516E-1,6.703943843E-1,2.023547675E0,2.278701429E0
1.422628825E1,-9.397855496E-1,3.604098013E-1,1.240962179E0,1.597835797E0
1.423621525E1,-1.043368975E0,1.236490229E-1,4.476990831E-1,1.142078092E0
1.424614325E1,-1.131312122E0,-3.832849860E-3,-2.990517515E-1,1.170176806E0
1.425607125E1,-1.196057610E0,-3.182317883E-2,-8.788885528E-1,1.484591394E0
1.426599825E1,-1.165519503E0,-8.688640863E-2,-1.408668510E0,1.830391196E0
1.427592625E1,-1.152076608E0,-1.308905071E-1,-1.826695898E0,2.163615201E0
1.428585425E1,-1.109504346E0,-1.134506017E-1,-1.990547159E0,2.281698693E0
1.429578125E1,-1.024116579E0,-5.416188151E-2,-2.095428666E0,2.332931541E0
1.430570925E1,-9.269294959E-1,-4.184998423E-2,-2.271746777E0,2.453932177E0
1.431563725E1,-8.391143301E-1,-1.180909520E-1,-2.455976170E0,2.598052593E0
1.432556425E1,-7.913586581E-1,-2.194366479E-1,-2.708745455E0,2.830495170E0
1.433549225E1,-6.675713485E-1,-3.179084373E-1,-3.067989029E0,3.155831739E0
1.434542025E1,-4.850125781E-1,-3.922069600E-1,-3.324621570E0,3.382627985E0
1.435534725E1,-4.297056656E-1,-3.425652686E-1,-3.540476214E0,3.582871717E0
1.436527525E1,-4.434568916E-1,-2.938146928E-1,-3.748976814E0,3.786529842E0
1.437520325E1,-3.837355140E-1,-3.488673976E-1,-3.836268727E0,3.871165090E0
1.438513025E1,-3.386749698E-1,-3.512156394E-1,-3.841968008E0,3.872824723E0
1.439505825E1,-3.262404272E-1,-3.247748226E-1,-3.886042566E0,3.913213299E0
1.440498700E1,-3.068588442E-1,-3.440627405E-1,-3.860427668E0,3.887858447E0
1.441491400E1,-3.141802891E-1,-3.783180687E-1,-3.737423885E0,3.769638062E0
1.442484200E1,-3.779200195E-1,-3.685660824E-1,-3.687105086E0,3.724702460E0
1.443477000E1,-4.528227424E-1,-3.699477795E-1,-3.722510562E0,3.768155342E0
1.444469700E1,-5.785926600E-1,-3.939026526E-1,-3.711974464E0,3.777391056E0
1.445462500E1,-6.820752208E-1,-4.415861115E-1,-3.639226331E0,3.728832684E0
1.446455300E1,-6.934610653E-1,-4.936652148E-1,-3.709757785E0,3.806165579E0
1.447448000E1,-6.470414820E-1,-5.145733961E-1,-3.840023809E0,3.928006023E0
1.448440800E1,-6.234046975E-1,-5.198315048E-1,-3.811268957E0,3.896745985E0
1.449433600E1,-6.697945330E-1,-5.207103413E-1,-3.695068994E0,3.791213374E0
1.450426300E1,-7.780334383E-1,-5.150440970E-1,-3.635333254E0,3.753165907E0
1.451419100E1,-7.919229144E-1,-5.701351011E-1,-3.500158492E0,3.633635288E0
1.452411900E1,-7.194925770E-1,-6.479279199E-1,-3.234786118E0,3.376584278E0
1.453404600E1,-7.327262878E-1,-6.448996469E-1,-2.954586959E0,3.111650281E0
1.454397400E1,-7.320369742E-1,-6.837102485E-1,-2.775585562E0,2.950798713E0
1.455390200E1,-7.027726831E-1,-7.732033458E-1,-2.554083678E0,2.759542768E0
1.456382900E1,-8.040066972E-1,-7.864738941E-1,-2.354265608E0,2.609125238E0
1.457375700E1,-1.020234320E0,-7.095189813E-1,-2.464135374E0,2.759756945E0
1.458368500E1,-1.340531783E0,-6.930269095E-1,-2.396332231E0,2.831911002E0
1.459361200E1,-1.663742037E0,-6.557953486E-1,-1.866580925E0,2.585000862E0
1.460354000E1,-1.808297634E0,-4.779733345E-1,-1.206719130E0,2.225886318E0
1.461346800E1,-1.831098851E0,-2.838884595E-1,-2.977261877E-1,1.876740936E0
1.462339500E1,-1.798519920E0,-1.159008774E-1,7.890852606E-1,1.967425339E0
1.463332300E1,-1.818734913E0,9.180070102E-2,1.455706437E0,2.331374119E0
1.464325100E1,-1.804820587E0,2.675735584E-1,1.758579344E0,2.534082530E0
1.465317800E1,-1.791801176E0,4.905711606E-1,2.187307720E0,2.869760719E0
1.466310600E1,-1.804167745E0,6.570229715E-1,2.404420685E0,3.077001668E0
1.467303400E1,-1.684257724E0,5.945407945E-1,2.532530841E0,3.099018441E0
1.468296100E1,-1.441474752E0,6.437676260E-1,3.076198520E0,3.457641328E0
1.469288900E1,-1.175399616E0,9.667833138E-1,4.278756187E0,4.541364194E0
1.470281700E1,-9.192263009E-1,1.381723664E0,5.816841121E0,6.048948496E0
1.471274400E1,-8.228025719E-1,1.734536470E0,6.906496071E0,7.168354680E0
1.472267200E1,-7.384643798E-1,1.882239769E0,7.599204599E0,7.863591211E0
1.473260000E1,-6.889766163E-1,1.957939577E0,7.874364043E0,8.143330108E0
1.474252700E1,-5.432290652E-1,1.958349759E0,7.709128160E0,7.972508300E0
1.475245500E1,-4.429998221E-1,1.900357659E0,7.550506648E0,7.798574147E0
1.476238300E1,-4.303002544E-1,1.810032502E0,7.520153167E0,7.746875475E0
1.477231000E1,-3.153188516E-1,1.590904295E0,7.156348765E0,7.337828705E0
1.478223800E1,-1.156237925E-1,1.237489226E0,6.998178073E0,7.107689131E0
1.479216600E1,-8.987316638E-2,1.014983959E0,6.737900963E0,6.814512382E0
1.480209300E1,-1.600741797E-1,7.839151525E-1,6.125250757E0,6.177284480E0
1.481202100E1,-1.171308392E-1,5.485696927E-1,5.484362007E0,5.512973333E0
1.482194900E1,-1.705613802E-1,5.605061987E-1,4.691887701E0,4.728326192E0
1.483187600E1,-2.789606454E-1,5.673600125E-1,3.861733936E0,3.913145208E0
1.484180400E1,-2.786116397E-1,4.993127480E-1,3.006144783E0,3.060039890E0
1.485173200E1,-2.215004227E-1,4.533694205E-1,2.222189870E0,2.278757136E0
1.486165900E1,-2.338231373E-1,4.536565188E-1,1.607121255E0,1.686213577E0
1.487158700E1,-2.334144169E-1,3.878730038E-1,9.626048934E-1,1.063736780E0
1.488151500E1,-2.403775006E-1,2.853505558E-1,2.642122865E-1,4.571809432E-1
1.489144200E1,-3.135310654E-1,1.485520220E-1,-3.888106048E-1,5.210979933E-1
1.490137000E1,-3.998703939E-1,-3.007281482E-2,-9.702635765E-1,1.049862902E0
1.491129800E1,-5.064608230E-1,-2.038023627E-1,-1.468006639E0,1.566231612E0
1.492122500E1,-6.201211204E-1,-3.485367376E-1,-1.889204972E0,2.018693510E0
1.493115300E1,-6.937243362E-1,-4.822575894E-1,-2.228168063E0,2.382972672E0
1.494108100E1,-7.584042623E-1,-5.746526599E-1,-2.631068704E0,2.797842960E0
1.495100800E1,-7.690336233E-1,-6.619662076E-1,-2.999117600E0,3.166120394E0
1.496093600E1,-8.115468279E-1,-7.363363588E-1,-3.248001995E0,3.427873458E0
1.497086400E1,-7.983164062E-1,-8.107550418E-1,-3.384820409E0,3.570944137E0
1.498079100E1,-7.910679053E-1,-8.630683261E-1,-3.495422248E0,3.686278890E0
1.499071900E1,-7.801138046E-1,-9.134075904E-1,-3.551595864E0,3.749229808E0
1.500064700E1,-7.546540774E-1,-9.546480024E-1,-3.593346738E0,3.793810270E0
1.501057400E1,-7.164040777E-1,-9.613027185E-1,-3.867975839E0,4.049515379E0
1.502050200E1,-7.029198137E-1,-1.037320030E0,-3.996960738E0,4.188773598E0
1.503043000E1,-7.726278336E-1,-1.031945270E0,-4.240980835E0,4.432582007E0
1.504035700E1,-8.412988499E-1,-9.736768886E-1,-4.562544951E0,4.740532341E0
1.505028500E1,-8.319566073E-1,-1.014829300E0,-4.738652562E0,4.916996889E0
